descmunicipio;ano;altitude;CodClima;CodRegiao;precipitacao_Janeiro;precipitacao_Fevereiro;precipitacao_Março;precipitacao_Abril;precipitacao_Maio;precipitacao_Junho;precipitacao_Julho;precipitacao_Agosto;precipitacao_Setembro;precipitacao_Outubro;precipitacao_Novembro;precipitacao_Dezembro;umidade_Janeiro;umidade_Fevereiro;umidade_Março;umidade_Abril;umidade_Maio;umidade_Junho;umidade_Julho;umidade_Agosto;umidade_Setembro;umidade_Outubro;umidade_Novembro;umidade_Dezembro;temperatura_Janeiro;temperatura_Fevereiro;temperatura_Março;temperatura_Abril;temperatura_Maio;temperatura_Junho;temperatura_Julho;temperatura_Agosto;temperatura_Setembro;temperatura_Outubro;temperatura_Novembro;temperatura_Dezembro
CARDOSO MOREIRA;1973;22;1;5;115,1;0,0;170,7;39,4;57,4;28,3;0,0;32,6;27,2;110,8;180,3;55,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1974;22;1;5;133,4;55,4;0,0;80,9;8,0;12,0;0,0;0,0;0,0;73,9;40,0;177,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1975;22;1;5;233,6;69,2;22,4;67,5;48,6;29,8;36,7;2,9;53,3;223,7;152,2;88,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1976;22;1;5;13,2;86,6;44,1;0,0;32,1;0,0;93,0;57,9;123,0;98,4;110,6;267,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1977;22;1;5;130,0;14,6;42,0;55,5;42,8;8,3;0,0;12,6;181,6;98,9;146,6;147,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1982;22;1;5;157,7;11,8;279,0;48,2;3,8;30,4;25,2;71,7;2,8;100,8;71,4;213,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1983;22;1;5;229,5;33,3;209,4;89,2;27,9;44,8;29,2;0,0;157,5;239,8;225,9;282,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1984;22;1;5;67,8;23,7;113,9;28,3;0,0;0,4;19,2;56,0;101,6;50,8;222,1;226,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1985;22;1;5;368,4;172,5;104,6;7,8;44,8;29,2;7,3;47,0;53,0;79,9;101,6;208,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1986;22;1;5;116,5;143,1;54,4;72,3;8,8;13,6;28,4;60,4;23,1;6,2;48,5;178,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1987;22;1;5;173,9;6,7;120,6;86,8;70,6;18,6;0,0;0,0;43,6;87,1;105,8;91,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1988;22;1;5;189,8;225,4;76,9;27,6;78,2;35,1;14,7;0,0;4,8;111,3;103,6;187,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1989;22;1;5;114,8;21,0;84,9;53,6;26,1;58,4;63,1;0,0;95,6;84,9;69,1;116,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1990;22;1;5;37,2;116,7;62,9;32,0;35,2;21,6;28,0;10,6;32,4;103,4;92,5;93,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1991;22;1;5;154,9;91,1;63,4;119,2;50,9;19,9;12,4;16,5;73,6;41,3;164,7;159,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1992;22;1;5;169,5;41,3;31,2;83,6;73,5;27,4;24,4;14,1;106,3;64,8;187,5;153,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1993;22;1;5;67,4;56,1;74,8;90,2;15,8;17,6;0,0;12,4;61,1;77,2;83,1;177,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1994;22;1;5;184,1;0,0;240,2;159,5;45,4;44,7;21,4;12,2;0,2;30,3;65,3;141,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1995;22;1;5;115,8;125,0;104,8;107,2;18,5;0,0;23,1;16,2;37,8;174,6;185,9;243,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1996;22;1;5;115,8;58,0;52,0;131,5;15,9;17,0;13,5;22,6;187,4;91,7;202,7;177,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1997;22;1;5;124,2;98,9;101,0;27,4;16,4;15,8;0,0;14,3;59,5;58,8;259,8;120,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1998;22;1;5;134,6;73,3;27,3;56,6;74,0;20,8;1,0;54,8;26,4;95,6;179,1;141,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;1999;22;1;5;89,3;35,7;174,2;12,4;5,6;20,0;6,5;25,8;35,4;141,8;243,9;182,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;2000;22;1;5;121,5;114,9;67,3;14,5;0,2;7,1;23,9;32,1;55,5;49,9;214,1;115,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;2001;22;1;5;73,1;77,8;47,4;19,4;48,7;14,8;0,6;15,6;59,8;83,0;172,2;227,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CARDOSO MOREIRA;2002;22;1;5;112,1;85,3;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





CASIMIRO DE ABREU;1967;17;7;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,7;27,2;202,4;367,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1968;17;7;1;308,4;245,0;119,4;58,6;0,0;0,0;0,0;0,0;15,6;121,0;176,4;189,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1969;17;7;1;146,0;0,0;145,0;53,0;10,0;239,8;45,2;62,4;41,6;135,6;136,2;320,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1970;17;7;1;120,2;39,6;19,4;151,8;37,1;64,0;147,2;56,4;128,9;153,2;249,4;41,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1971;17;7;1;84,4;156,2;116,9;228,6;204,4;107,1;14,0;342,8;188,8;262,1;571,9;417,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1972;17;7;1;184,8;255,0;311,8;174,8;77,0;27,6;74,8;122,0;198,0;113,8;247,0;356,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1973;17;7;1;255,1;121,2;287,0;103,0;146,4;86,4;141,4;76,0;142,8;99,4;300,6;347,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1974;17;7;1;87,6;15,0;173,0;122,2;32,0;117,4;23,0;5,0;66,4;172,3;91,2;393,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1975;17;7;1;539,8;93,2;0,0;94,2;171,2;41,0;10,0;0,0;87,2;232,2;335,2;127,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1976;17;7;1;178,4;168,5;169,7;33,0;174,2;61,6;161,1;198,3;224,2;163,7;353,3;527,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1977;17;7;1;0,0;5,0;75,0;247,0;10,8;25,0;77,0;15,0;155,0;140,0;333,5;284,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1978;17;7;1;127,0;35,0;50,0;176,7;219,1;20,0;60,5;87,0;50,0;93,6;366,0;137,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1979;17;7;1;462,9;218,0;103,8;48,0;0,0;0,0;125,5;45,0;125,2;35,0;205,0;289,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1980;17;7;1;372,8;154,4;35,0;269,2;10,0;40,2;70,6;154,3;116,6;350,8;189,0;298,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1981;17;7;1;228,8;0,0;259,4;185,5;0,0;27,0;31,5;25,9;15,3;135,0;205,6;263,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1982;17;7;1;239,0;102,6;453,1;200,4;43,7;42,1;54,3;111,6;33,9;146,4;107,6;274,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1983;17;7;1;273,3;49,9;292,2;190,1;80,4;125,6;68,2;44,5;325,3;270,1;234,3;306,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1984;17;7;1;170,3;34,7;223,6;118,8;87,8;25,0;61,4;119,9;23,1;136,7;248,5;211,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1985;17;7;1;513,6;280,6;307,9;169,5;147,6;46,4;57,9;94,0;125,2;161,2;335,0;270,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1986;17;7;1;226,3;315,5;176,9;95,6;114,0;10,2;123,1;122,8;91,9;70,2;101,5;151,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1987;17;7;1;215,1;166,5;171,4;140,6;111,3;200,3;0,0;60,0;175,9;117,8;205,6;385,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1988;17;7;1;111,2;382,4;51,4;225,4;126,2;111,6;153,2;2,2;117,6;243,2;295,2;299,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1989;17;7;1;283,8;0,0;191,1;287,8;95,7;173,0;120,4;42,7;157,3;138,7;136,8;307,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1990;17;7;1;49,1;176,8;136,0;267,6;187,5;71,0;163,3;61,3;112,4;205,4;241,4;110,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1991;17;7;1;524,7;91,0;254,4;85,2;166,4;75,6;83,0;58,3;186,0;125,8;0,0;158,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1992;17;7;1;288,4;5,0;92,2;240,6;81,2;50,6;155,4;32,0;283,2;0,0;193,3;128,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1993;17;7;1;90,6;127,5;458,4;195,6;119,4;117,9;34,2;22,3;150,9;146,0;168,2;285,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1994;17;7;1;444,6;0,0;469,8;171,5;162,7;73,6;29,6;36,4;84,6;38,0;169,2;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1995;17;7;1;85,0;304,0;0,0;34,6;105,2;25,9;29,0;127,0;101,7;0,0;233,4;308,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1996;17;7;1;152,1;124,8;155,8;111,9;86,0;24,0;53,4;23,7;152,6;126,6;76,1;117,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1997;17;7;1;226,5;37,8;172,0;64,5;63,8;37,7;3,0;45,5;49,8;131,6;209,6;296,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1998;17;7;1;219,9;417,5;120,3;67,1;79,4;22,5;4,9;111,1;227,7;219,0;174,4;348,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;1999;17;7;1;230,2;115,4;362,5;119,0;54,5;141,1;89,2;89,6;98,1;248,9;252,8;262,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;2000;17;7;1;116,1;173,1;223,9;164,7;11,2;9,3;71,8;87,5;224,3;75,2;179,9;249,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;2001;17;7;1;247,8;36,7;86,8;44,6;82,2;39,6;4,4;43,5;72,9;161,2;186,0;345,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CASIMIRO DE ABREU;2002;17;7;1;89,8;189,2;25,9;24,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





DUQUE DE CAXIAS;2002;19;12;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;224,2;411,4;0;0;0;0;0;0;0;0;0;79;70;79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,30;26,60;25,90
DUQUE DE CAXIAS;2003;19;12;3;546,8;35,8;209,2;133,2;131,8;23,6;57,2;209,0;104,2;0,2;0,0;0,0;80;71;79;79;79;79;77;78;77;93;0;0;26,00;27,50;25,30;24,00;21,00;21,20;19,70;19,40;21,10;20,70;0,00;0,00
DUQUE DE CAXIAS;2004;19;12;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;334,4;157,0;0;0;0;0;0;0;0;0;0;0;75;80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,90;24,40
DUQUE DE CAXIAS;2005;19;12;3;489,6;242,4;222,0;249,2;85,2;103,2;125,8;13,8;206,4;34,0;1,0;4,6;79;79;80;80;81;82;81;72;81;78;76;77;25,70;24,60;25,50;24,80;21,80;20,40;19,30;22,10;21,30;24,60;24,70;24,20
DUQUE DE CAXIAS;2006;19;12;3;1,8;1,2;0,0;0,2;21,6;54,0;127,0;68,8;160,4;0,2;21,4;13,0;74;74;76;78;80;79;77;71;73;77;78;69;26,70;27,80;26,50;24,20;20,70;19,90;19,30;22,00;21,90;23,50;24,70;27,10
DUQUE DE CAXIAS;2007;19;12;3;0,0;78,2;101,6;146,0;141,0;33,2;79,6;54,6;51,2;127,4;292,6;352,2;0;73;74;80;82;82;78;79;77;75;79;79;0,00;26,50;26,50;24,50;20,50;20,00;19,80;20,00;21,80;23,60;24,00;25,40
DUQUE DE CAXIAS;2008;19;12;3;306,0;307,2;365,0;255,8;81,8;57,8;41,6;104,0;143,8;194,0;0,0;346,6;79;82;82;84;83;84;79;78;81;82;0;84;24,80;25,00;24,70;23,50;20,50;19,60;19,00;21,50;20,50;22,40;0,00;23,50
DUQUE DE CAXIAS;2009;19;12;3;456,0;262,4;167,4;242,6;136,2;65,2;105,0;0,0;0,0;120,4;429,6;625,6;83;81;83;85;83;84;84;95;0;85;76;83;25,30;26,30;25,50;22,70;21,30;19,00;20,10;18,30;0,00;23,90;26,80;25,20
DUQUE DE CAXIAS;2010;19;12;3;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;79;0;0;0;0;0;0;0;0;0;0;0;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





ITAGUAI;1989;13;7;3;0,0;0,0;0,0;0,0;171,3;254,5;169,6;107,9;192,7;105,3;139,6;127,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1990;13;7;3;137,0;40,5;104,9;219,8;118,2;104,3;62,8;163,6;139,8;204,9;150,8;172,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1991;13;7;3;165,7;120,1;570,8;330,2;63,2;63,7;146,9;106,2;137,5;158,4;72,2;161,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1992;13;7;3;385,8;30,8;81,4;100,4;85,0;47,1;203,5;55,4;250,2;169,2;599,6;118,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1993;13;7;3;166,3;358,7;276,8;105,7;85,4;161,6;63,1;25,0;169,3;87,4;138,5;292,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1994;13;7;3;144,7;68,4;490,0;202,3;147,5;168,9;98,2;75,8;117,1;173,2;170,4;226,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1995;13;7;3;174,9;318,7;234,4;99,0;306,4;118,5;79,9;114,4;275,7;358,3;275,7;175,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1996;13;7;3;182,7;440,4;293,7;168,4;107,4;72,7;40,9;64,0;152,9;102,2;257,9;94,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1997;13;7;3;234,7;49,1;248,3;122,7;116,7;30,8;36,9;64,7;157,8;153,8;242,4;182,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1998;13;7;3;290,9;397,2;310,9;103,7;123,5;69,9;61,6;62,2;300,0;320,2;262,5;275,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;1999;13;7;3;201,4;217,1;274,8;171,9;52,6;256,3;135,7;80,1;158,4;292,4;176,0;138,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;2000;13;7;3;258,6;247,3;170,3;107,1;106,1;18,2;107,7;75,9;215,3;117,9;203,3;297,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;2001;13;7;3;122,0;246,2;194,2;109,7;141,1;47,8;140,2;44,5;80,3;117,3;123,8;293,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITAGUAI;2002;13;7;3;69,1;187,0;196,4;118,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





ITALVA;1943;36;4;4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,4;175,8;66,5;278,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1944;36;4;4;143,0;215,8;49,6;41,2;24,6;8,2;37,0;8,4;12,9;55,3;95,6;187,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1945;36;4;4;185,8;115,3;116,1;68,1;61,0;54,5;4,8;10,4;6,4;44,2;230,0;140,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1946;36;4;4;86,8;2,3;101,5;154,3;1,1;28,0;19,7;4,9;46,0;94,3;188,6;137,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1947;36;4;4;191,2;166,4;236,0;8,0;21,5;1,6;74,2;91,2;19,3;140,7;121,6;276,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1948;36;4;4;53,1;185,9;118,2;39,5;51,0;44,1;24,0;6,0;12,6;39,2;223,0;273,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1949;36;4;4;341,4;296,5;33,3;216,4;37,4;27,9;0,0;10,4;1,0;146,8;180,2;215,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1950;36;4;4;128,9;33,2;254,1;91,5;29,4;18,1;15,9;16,9;20,6;126,5;293,1;130,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1951;36;4;4;133,7;180,0;234,4;11,7;21,7;76,0;27,2;19,8;0,0;27,0;80,0;226,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1952;36;4;4;288,2;146,2;71,6;64,9;3,8;34,8;14,0;25,2;50,9;106,5;172,1;193,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ITALVA;1953;36;4;4;123,3;118,1;106,9;115,6;53,3;18,3;21,5;26,9;87,8;52,4;120,8;239,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
