descmunicipio;ano;altitude;CodClima;CodRegiao;precipitacao_Janeiro;precipitacao_Fevereiro;precipitacao_Março;precipitacao_Abril;precipitacao_Maio;precipitacao_Junho;precipitacao_Julho;precipitacao_Agosto;precipitacao_Setembro;precipitacao_Outubro;precipitacao_Novembro;precipitacao_Dezembro;umidade_Janeiro;umidade_Fevereiro;umidade_Março;umidade_Abril;umidade_Maio;umidade_Junho;umidade_Julho;umidade_Agosto;umidade_Setembro;umidade_Outubro;umidade_Novembro;umidade_Dezembro;temperatura_Janeiro;temperatura_Fevereiro;temperatura_Março;temperatura_Abril;temperatura_Maio;temperatura_Junho;temperatura_Julho;temperatura_Agosto;temperatura_Setembro;temperatura_Outubro;temperatura_Novembro;temperatura_Dezembro
SAO PEDRO DA ALDEIA;1993;5;7;1;0,0;61,7;95,1;111,8;12,2;13,3;0,0;0,0;49,1;93,7;65,2;214,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;1994;5;7;1;288,2;19,5;166,1;97,0;76,0;20,8;23,5;32,0;0,0;153,5;89,1;164,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;1995;5;7;1;103,6;134,1;120,1;45,3;76,2;9,0;43,9;16,0;87,4;173,3;174,5;319,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;1996;5;7;1;240,3;76,3;141,8;51,5;16,0;32,1;0,0;36,1;197,3;123,3;321,2;280,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;1997;5;7;1;198,2;100,2;79,9;46,8;15,9;0,0;0,0;18,6;85,8;132,2;234,9;242,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;1998;5;7;1;84,6;205,2;15,6;62,2;42,9;13,7;0,0;64,1;28,7;184,2;211,4;180,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;1999;5;7;1;220,3;115,0;156,2;37,8;12,1;14,7;20,0;6,1;34,5;34,5;160,7;233,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;2000;5;7;1;144,6;118,8;72,9;0,0;3,5;0,0;10,9;22,5;21,1;42,9;202,9;162,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;2001;5;7;1;317,2;311,6;175,5;97,5;149,9;1,2;2,5;0,0;46,9;98,8;175,7;272,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SAO PEDRO DA ALDEIA;2002;5;7;1;246,3;409,3;54,6;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





SEROPÉDICA;2000;26;4;3;0,0;0,0;0,0;0,0;28,4;2,6;77,0;39,8;46,4;57,0;168,4;104,6;0;0;0;0;77;70;74;72;75;78;77;75;0,00;0,00;0,00;0,00;20,20;21,70;19,60;20,80;22,10;24,30;24,40;26,00
SEROPÉDICA;2001;26;4;3;81,0;70,2;117,6;36,2;50,6;0,0;40,2;30,2;40,0;118,0;122,6;268,4;68;72;72;75;76;0;72;71;73;75;82;75;28,50;27,80;26,80;25,80;22,40;0,00;21,40;22,20;21,90;22,40;23,70;25,50
SEROPÉDICA;2002;26;4;3;84,0;123,8;115,0;46,0;101,8;27,0;34,0;12,2;74,4;58,0;101,4;206,4;76;79;71;74;79;75;80;65;73;71;73;77;26,30;25,40;27,40;25,60;23,00;23,00;19,70;23,90;21,60;25,30;25,40;25,90
SEROPÉDICA;2003;26;4;3;295,4;15,4;130,8;55,8;63,2;8,0;11,8;81,4;59,6;171,6;222,6;122,4;79;66;77;77;77;75;71;74;75;77;75;77;26,00;28,40;25,70;24,70;21,60;22,30;21,20;19,90;21,70;22,80;24,40;25,80
SEROPÉDICA;2004;26;4;3;193,4;174,6;58,6;90,0;60,4;12,4;0,0;0,0;0,0;0,0;25,0;30,2;77;80;79;79;81;73;73;0;0;43;78;82;25,20;25,00;24,60;24,70;21,40;21,10;23,00;0,00;0,00;33,80;24,10;24,70
SEROPÉDICA;2005;26;4;3;33,2;11,4;27,8;17,0;12,2;6,6;12,2;0,6;10,2;6,4;19,0;39,0;81;81;83;82;81;79;82;72;83;79;79;80;26,00;25,10;25,80;25,30;22,90;22,10;20,20;23,10;21,50;24,80;24,00;24,40
SEROPÉDICA;2006;26;4;3;20,4;23,4;6,0;0,0;2,0;0,0;0,0;0,0;0,0;0,4;10,6;16,6;77;82;80;83;82;77;72;73;75;83;83;82;26,50;26,80;26,20;23,80;20,80;21,00;21,40;22,30;21,90;22,80;24,00;25,50
SEROPÉDICA;2007;26;4;3;21,8;17,8;2,0;7,8;0,0;0,0;35,6;9,0;19,4;149,6;104,2;189,8;85;77;74;80;81;79;77;77;73;77;82;82;25,30;26,80;27,30;25,50;21,40;21,60;20,60;21,20;23,10;23,70;23,90;25,60
SEROPÉDICA;2008;26;4;3;201,8;259,2;193,0;150,4;39,0;32,6;18,0;89,0;60,4;98,0;190,0;255,8;81;84;82;86;84;83;78;79;83;83;88;87;25,20;25,40;25,40;24,00;21,20;20,90;20,30;22,20;20,80;23,40;22,90;23,70
SEROPÉDICA;2009;26;4;3;186,6;139,6;110,6;71,8;90,8;58,4;71,6;31,4;138,0;206,8;141,2;228,8;84;76;85;86;83;84;85;79;83;88;79;86;25,80;26,90;25,90;23,30;22,30;19,80;20,70;21,50;23,20;23,10;27,20;25,50





SILVA JARDIM;1967;35;7;1;0,0;0,0;0,0;0,0;0,0;25,0;87,5;22,0;19,7;55,6;121,7;332,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1968;35;7;1;222,1;393,2;339,5;228,6;32,6;34,8;47,5;59,9;82,9;106,1;82,3;256,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1969;35;7;1;216,9;150,8;373,8;188,3;54,0;161,0;37,0;63,7;36,4;154,0;330,4;374,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1970;35;7;1;262,0;54,0;128,0;139,2;31,0;60,0;66,0;42,0;73,0;164,0;157,0;152,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1971;35;7;1;170,0;221,0;215,0;219,0;152,0;91,0;25,0;270,0;175,0;174,0;355,9;301,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1972;35;7;1;279,0;328,0;414,0;207,0;68,0;25,0;40,0;54,6;98,0;95,0;215,0;241,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1973;35;7;1;322,0;200,0;230,5;99,3;172,5;15,7;48,0;86,9;133,8;135,1;230,5;342,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1974;35;7;1;336,2;114,2;237,4;115,4;66,2;45,0;20,0;10,0;111,5;184,8;162,9;261,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1975;35;7;1;382,9;170,0;116,3;119,4;174,5;18,8;45,5;4,6;119,8;230,2;418,5;236,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1976;35;7;1;152,0;367,4;220,6;79,2;243,2;42,8;54,8;172,8;172,0;188,4;162,2;482,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1977;35;7;1;168,0;32,4;174,8;187,4;69,8;44,0;70,6;101,2;168,2;186,8;427,6;327,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1978;35;7;1;258,0;210,2;259,9;107,2;145,6;73,0;83,8;61,0;18,0;107,8;261,0;274,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1979;35;7;1;411,2;402,8;172,8;118,8;157,6;58,9;67,4;68,6;110,8;110,0;197,4;284,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1980;35;7;1;299,0;187,6;44,4;240,2;35,2;86,0;34,8;197,6;84,4;209,0;212,2;576,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1981;35;7;1;295,5;114,6;299,4;161,0;49,4;21,7;102,4;44,0;12,6;87,0;340,0;450,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1982;35;7;1;442,4;230,1;342,8;165,6;19,4;74,4;98,0;108,0;57,0;147,0;149,0;372,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1983;35;7;1;317,8;227,0;428,0;162,7;173,4;190,4;48,8;24,4;268,4;183,4;250,0;367,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1984;35;7;1;164,6;127,2;196,7;104,6;74,0;23,6;39,4;93,6;61,2;102,8;223,0;207,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1985;35;7;1;572,6;147,8;384,6;283,8;143,4;45,4;35,6;85,4;141,8;140,2;264,3;193,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1986;35;7;1;255,2;325,6;251,9;117,6;112,4;49,8;81,6;44,0;80,0;99,8;140,4;323,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1987;35;7;1;362,0;222,4;264,5;131,8;83,4;167,7;22,8;37,0;116,9;104,0;105,6;343,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1988;35;7;1;164,8;709,6;155,8;231,2;192,8;123,8;63,4;16,0;122,4;152,8;281,8;363,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1989;35;7;1;270,6;233,1;222,6;291,1;129,6;225,6;148,8;47,6;120,0;67,6;97,6;262,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1990;35;7;1;59,6;122,4;374,8;284,8;220,2;64,8;69,4;72,2;91,0;186,0;247,2;150,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1991;35;7;1;494,8;268,2;293,8;96,4;120,1;74,2;62,0;29,6;167,6;138,1;108,4;408,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1992;35;7;1;493,9;60,0;119,0;256,2;57,2;22,4;140,8;71,6;264,5;154,4;406,1;227,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1993;35;7;1;202,0;207,4;310,9;222,3;84,0;122,0;25,6;30,4;144,0;83,2;118,8;293,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1994;35;7;1;324,0;71,0;766,7;348,2;180,0;92,2;76,2;59,0;52,6;61,8;178,2;326,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1995;35;7;1;202,4;378,8;151,6;52,4;214,8;15,6;46,0;72,4;112,4;202,8;287,2;303,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1996;35;7;1;142,0;216,0;473,3;63,2;112,4;60,4;26,0;41,4;163,7;119,2;352,1;437,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1997;35;7;1;351,5;173,6;313,2;105,2;93,2;29,0;6,6;37,4;76,4;114,0;235,0;291,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1998;35;7;1;312,4;460,0;168,8;75,8;138,4;68,4;25,2;84,8;167,2;332,4;317,2;327,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;1999;35;7;1;301,4;180,5;380,0;186,5;114,6;63,4;68,2;78,4;107,0;131,9;190,5;296,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;2000;35;7;1;190,3;169,9;234,1;78,8;22,5;14,3;152,2;107,3;156,8;87,9;208,6;392,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;2001;35;7;1;447,5;177,5;343,2;163,2;144,3;23,9;66,8;34,6;42,3;80,2;389,0;687,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SILVA JARDIM;2002;35;7;1;428,1;420,1;184,2;70,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





SUMIDOURO;1951;355;11;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,6;312,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1952;355;11;2;498,0;362,6;411,5;153,0;17,2;99,9;26,3;41,7;74,7;153,5;0,0;324,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1953;355;11;2;163,5;125,8;150,7;124,0;0,0;22,0;7,5;12,0;60,3;36,2;237,5;368,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1954;355;11;2;59,5;125,1;168,4;74,3;125,2;19,7;9,8;0,2;0,0;77,8;149,0;189,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1955;355;11;2;284,1;39,6;85,4;45,1;46,2;29,0;0,6;0,0;11,2;66,2;172,2;449,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1956;355;11;2;63,0;80,6;129,8;37,5;71,0;60,2;33,6;7,6;59,6;74,8;95,0;505,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1957;355;11;2;148,4;291,4;322,2;158,6;20,2;5,4;50,4;1,0;122,8;58,4;116,6;299,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1958;355;11;2;79,0;227,4;152,6;110,8;53,8;14,0;90,4;3,0;157,6;205,2;190,4;160,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1959;355;11;2;153,2;43,4;132,0;1,6;3,8;0,0;5,0;66,2;6,2;77,2;244,5;233,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1960;355;11;2;156,0;249,4;416,0;13,2;60,2;11,8;5,4;18,4;27,8;71,4;104,4;316,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1961;355;11;2;499,0;185,6;178,8;92,4;37,6;18,8;7,4;2,0;1,8;41,6;163,0;220,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1962;355;11;2;335,4;353,6;94,2;81,8;20,6;9,2;35,8;13,2;55,0;134,8;158,4;406,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1963;355;11;2;165,4;113,2;38,6;12,4;24,0;1,0;3,2;5,4;5,0;18,4;124,6;133,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1964;355;11;2;359,0;361,0;103,4;53,4;24,4;10,5;51,0;19,6;93,4;215,8;202,6;366,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1965;355;11;2;512,6;281,0;212,4;74,2;152,8;47,8;34,2;46,4;90,0;177,2;286,0;178,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1966;355;11;2;490,6;89,2;148,6;126,8;27,2;4,2;37,4;15,0;21,6;155,0;276,0;286,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1967;355;11;2;286,6;147,6;301,6;83,0;0,0;51,8;18,8;2,0;17,0;49,2;205,4;338,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1968;355;11;2;185,8;111,2;65,9;31,4;20,5;1,6;26,8;30,3;85,2;157,3;57,5;314,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1969;355;11;2;336,4;98,0;230,1;39,5;9,8;18,7;21,6;45,6;41,5;106,4;247,6;144,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1970;355;11;2;136,0;66,8;78,4;119,6;1,0;12,6;25,7;56,8;93,9;117,8;148,4;80,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1971;355;11;2;138,7;78,2;148,8;91,0;59,8;104,4;5,4;44,6;113,6;101,9;271,8;211,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1972;355;11;2;248,0;217,4;181,6;162,4;8,2;2,6;59,7;53,0;35,8;164,7;322,5;323,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1973;355;11;2;234,9;193,5;121,4;105,4;47,1;19,1;13,0;19,7;15,5;172,5;230,7;182,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1974;355;11;2;278,0;82,7;183,8;124,3;21,0;49,2;1,0;8,6;3,2;208,2;23,4;302,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1975;355;11;2;431,5;177,6;25,6;74,8;28,8;3,4;44,6;0,0;44,2;131,4;185,2;17,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1976;355;11;2;70,8;211,6;82,4;0,0;20,0;0,0;26,8;15,0;187,4;88,0;70,2;196,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1977;355;11;2;244,0;10,8;81,2;0,0;0,0;31,0;2,5;0,0;90,4;44,4;188,4;347,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1982;355;11;2;222,6;77,0;437,8;57,8;7,6;22,6;0,0;24,8;14,2;114,4;107,2;410,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1983;355;11;2;405,6;0,0;145,4;143,4;55,8;119,6;33,0;0,0;207,4;133,2;171,4;370,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1984;355;11;2;24,0;83,0;38,6;31,0;70,6;0,0;7,0;22,0;30,2;43,4;228,4;289,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1985;355;11;2;436,2;256,6;321,4;2,6;49,0;5,6;0,0;25,8;28,6;88,0;190,2;392,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1986;355;11;2;165,0;172,0;96,0;0,0;38,4;2,2;27,4;44,8;24,4;0,0;136,8;368,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1987;355;11;2;235,4;122,6;201,8;117,4;34,2;16,2;2,6;0,0;75,2;38,2;64,4;289,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1988;355;11;2;90,4;299,6;95,5;63,8;85,4;26,4;0,0;0,0;0,0;156,2;125,4;232,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1989;355;11;2;127,8;245,0;276,8;110,4;4,4;76,8;36,8;0,0;122,8;44,0;148,2;298,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1990;355;11;2;176,0;208,4;179,0;71,5;78,0;19,4;29,8;31,0;9,0;33,7;100,4;53,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1991;355;11;2;541,4;225,8;178,6;102,6;20,4;8,0;30,8;1,0;113,4;77,0;152,2;370,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1992;355;11;2;535,1;84,6;44,4;146,6;56,8;43,0;19,2;15,8;122,6;118,4;221,8;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1993;355;11;2;0,0;0,0;0,0;0,0;0,0;12,8;0,0;6,0;64,2;0,0;116,4;166,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1994;355;11;2;327,0;63,6;307,7;91,5;125,4;30,0;10,3;0,0;0,0;94,1;95,8;316,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
SUMIDOURO;1995;355;11;2;159,1;174,2;80,6;84,6;32,0;16,0;25,8;0,0;88,2;181,7;206,8;419,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
